image_path,steering,speed,source,sequence_key,chunk_id
data\training_data\583.png,89.375,1.0,csv,csv_000000583,1
data\training_data\584.png,102.5,0.0,csv,csv_000000584,1
data\training_data\585.png,106.875,1.0,csv,csv_000000585,1
data\training_data\586.png,85.0,1.0,csv,csv_000000586,1
data\training_data\587.png,98.125,1.0,csv,csv_000000587,1
data\training_data\588.png,111.25,1.0,csv,csv_000000588,1
data\training_data\589.png,89.375,1.0,csv,csv_000000589,1
data\training_data\590.png,85.0,0.0,csv,csv_000000590,1
data\training_data\591.png,85.0,1.0,csv,csv_000000591,1
data\training_data\592.png,85.0,1.0,csv,csv_000000592,1
data\training_data\593.png,102.5,1.0,csv,csv_000000593,1
data\training_data\594.png,80.625,1.0,csv,csv_000000594,1
data\training_data\595.png,93.75,1.0,csv,csv_000000595,1
data\training_data\596.png,85.0,1.0,csv,csv_000000596,1
data\training_data\597.png,106.875,1.0,csv,csv_000000597,1
data\training_data\598.png,89.375,0.0,csv,csv_000000598,1
data\training_data\599.png,89.375,1.0,csv,csv_000000599,1
data\training_data\600.png,58.75,1.0,csv,csv_000000600,1
data\training_data\601.png,58.75,1.0,csv,csv_000000601,1
data\training_data\602.png,98.125,1.0,csv,csv_000000602,1
data\training_data\603.png,85.0,0.0,csv,csv_000000603,1
data\training_data\604.png,80.625,1.0,csv,csv_000000604,1
data\training_data\605.png,102.5,1.0,csv,csv_000000605,1
data\training_data\606.png,93.75,1.0,csv,csv_000000606,1
data\training_data\607.png,98.125,1.0,csv,csv_000000607,1
data\training_data\608.png,58.75,1.0,csv,csv_000000608,1
data\training_data\609.png,89.375,1.0,csv,csv_000000609,1
data\training_data\610.png,80.625,1.0,csv,csv_000000610,1
data\training_data\611.png,80.625,1.0,csv,csv_000000611,1
data\training_data\612.png,106.875,1.0,csv,csv_000000612,1
data\training_data\613.png,58.75,1.0,csv,csv_000000613,1
data\training_data\614.png,85.0,0.0,csv,csv_000000614,1
data\training_data\615.png,85.0,1.0,csv,csv_000000615,1
data\training_data\616.png,58.75,1.0,csv,csv_000000616,1
data\training_data\617.png,58.75,1.0,csv,csv_000000617,1
data\training_data\618.png,111.25,0.0,csv,csv_000000618,1
data\training_data\619.png,54.375,1.0,csv,csv_000000619,1
data\training_data\620.png,93.75,0.0,csv,csv_000000620,1
data\training_data\621.png,85.0,1.0,csv,csv_000000621,1
data\training_data\622.png,98.125,1.0,csv,csv_000000622,1
data\training_data\623.png,85.0,0.0,csv,csv_000000623,1
data\training_data\624.png,98.125,0.0,csv,csv_000000624,1
data\training_data\625.png,85.0,1.0,csv,csv_000000625,1
data\training_data\626.png,76.25,0.0,csv,csv_000000626,1
data\training_data\627.png,111.25,0.0,csv,csv_000000627,1
data\training_data\628.png,89.375,1.0,csv,csv_000000628,1
data\training_data\629.png,85.0,1.0,csv,csv_000000629,1
data\training_data\630.png,98.125,0.0,csv,csv_000000630,1
data\training_data\631.png,85.0,0.0,csv,csv_000000631,1
data\training_data\632.png,102.5,1.0,csv,csv_000000632,1
data\training_data\633.png,93.75,0.0,csv,csv_000000633,1
data\training_data\634.png,106.875,1.0,csv,csv_000000634,1
data\training_data\635.png,80.625,1.0,csv,csv_000000635,1
data\training_data\636.png,102.5,1.0,csv,csv_000000636,1
data\training_data\637.png,85.0,1.0,csv,csv_000000637,1
data\training_data\638.png,58.75,1.0,csv,csv_000000638,1
data\training_data\639.png,102.5,1.0,csv,csv_000000639,1
data\training_data\640.png,85.0,1.0,csv,csv_000000640,1
data\training_data\641.png,85.0,0.0,csv,csv_000000641,1
data\training_data\642.png,63.125,1.0,csv,csv_000000642,1
data\training_data\643.png,93.75,1.0,csv,csv_000000643,1
data\training_data\644.png,102.5,1.0,csv,csv_000000644,1
data\training_data\645.png,98.125,1.0,csv,csv_000000645,1
data\training_data\646.png,85.0,1.0,csv,csv_000000646,1
data\training_data\647.png,85.0,1.0,csv,csv_000000647,1
data\training_data\648.png,85.0,0.0,csv,csv_000000648,1
data\training_data\649.png,102.5,1.0,csv,csv_000000649,1
data\training_data\650.png,85.0,0.0,csv,csv_000000650,1
data\training_data\651.png,102.5,1.0,csv,csv_000000651,1
data\training_data\652.png,102.5,0.0,csv,csv_000000652,1
data\training_data\653.png,102.5,1.0,csv,csv_000000653,1
data\training_data\654.png,102.5,1.0,csv,csv_000000654,1
data\training_data\655.png,98.125,0.0,csv,csv_000000655,1
data\training_data\656.png,106.875,0.0,csv,csv_000000656,1
data\training_data\657.png,102.5,1.0,csv,csv_000000657,1
data\training_data\658.png,58.75,1.0,csv,csv_000000658,1
data\training_data\659.png,111.25,1.0,csv,csv_000000659,1
data\training_data\660.png,89.375,1.0,csv,csv_000000660,1
data\training_data\661.png,98.125,1.0,csv,csv_000000661,1
data\training_data\662.png,85.0,1.0,csv,csv_000000662,1
data\training_data\663.png,85.0,1.0,csv,csv_000000663,1
data\training_data\664.png,106.875,0.0,csv,csv_000000664,1
data\training_data\665.png,102.5,1.0,csv,csv_000000665,1
data\training_data\666.png,111.25,1.0,csv,csv_000000666,1
data\training_data\667.png,85.0,1.0,csv,csv_000000667,1
data\training_data\668.png,89.375,1.0,csv,csv_000000668,1
data\training_data\669.png,111.25,0.0,csv,csv_000000669,1
data\training_data\670.png,102.5,0.0,csv,csv_000000670,1
data\training_data\671.png,85.0,0.0,csv,csv_000000671,1
data\training_data\672.png,85.0,1.0,csv,csv_000000672,1
data\training_data\673.png,93.75,0.0,csv,csv_000000673,1
data\training_data\674.png,89.375,1.0,csv,csv_000000674,1
data\training_data\675.png,89.375,1.0,csv,csv_000000675,1
data\training_data\676.png,85.0,1.0,csv,csv_000000676,1
data\training_data\677.png,71.875,1.0,csv,csv_000000677,1
data\training_data\678.png,120.0,1.0,csv,csv_000000678,1
data\training_data\679.png,85.0,1.0,csv,csv_000000679,1
data\training_data\680.png,80.625,1.0,csv,csv_000000680,1
data\training_data\681.png,89.375,1.0,csv,csv_000000681,1
data\training_data\682.png,106.875,1.0,csv,csv_000000682,1
data\training_data\683.png,63.125,1.0,csv,csv_000000683,1
data\training_data\684.png,89.375,1.0,csv,csv_000000684,1
data\training_data\685.png,76.25,1.0,csv,csv_000000685,1
data\training_data\686.png,85.0,1.0,csv,csv_000000686,1
data\training_data\687.png,80.625,1.0,csv,csv_000000687,1
data\training_data\688.png,106.875,1.0,csv,csv_000000688,1
data\training_data\689.png,98.125,1.0,csv,csv_000000689,1
data\training_data\690.png,85.0,0.0,csv,csv_000000690,1
data\training_data\691.png,63.125,1.0,csv,csv_000000691,1
data\training_data\692.png,89.375,0.0,csv,csv_000000692,1
data\training_data\693.png,85.0,1.0,csv,csv_000000693,1
data\training_data\694.png,85.0,1.0,csv,csv_000000694,1
data\training_data\695.png,85.0,1.0,csv,csv_000000695,1
data\training_data\696.png,76.25,1.0,csv,csv_000000696,1
data\training_data\697.png,89.375,1.0,csv,csv_000000697,1
data\training_data\698.png,54.375,1.0,csv,csv_000000698,1
data\training_data\699.png,89.375,0.0,csv,csv_000000699,1
data\training_data\700.png,80.625,1.0,csv,csv_000000700,1
data\training_data\701.png,85.0,1.0,csv,csv_000000701,1
data\training_data\702.png,98.125,0.0,csv,csv_000000702,1
data\training_data\703.png,89.375,1.0,csv,csv_000000703,1
data\training_data\704.png,89.375,1.0,csv,csv_000000704,1
data\training_data\705.png,102.5,1.0,csv,csv_000000705,1
data\training_data\706.png,80.625,1.0,csv,csv_000000706,1
data\training_data\707.png,89.375,1.0,csv,csv_000000707,1
data\training_data\708.png,89.375,1.0,csv,csv_000000708,1
data\training_data\709.png,115.625,1.0,csv,csv_000000709,1
data\training_data\710.png,85.0,1.0,csv,csv_000000710,1
data\training_data\711.png,85.0,0.0,csv,csv_000000711,1
data\training_data\712.png,98.125,1.0,csv,csv_000000712,1
data\training_data\713.png,98.125,1.0,csv,csv_000000713,1
data\training_data\714.png,102.5,1.0,csv,csv_000000714,1
data\training_data\715.png,80.625,1.0,csv,csv_000000715,1
data\training_data\716.png,98.125,1.0,csv,csv_000000716,1
data\training_data\717.png,98.125,1.0,csv,csv_000000717,1
data\training_data\718.png,63.125,1.0,csv,csv_000000718,1
data\training_data\719.png,106.875,1.0,csv,csv_000000719,1
data\training_data\720.png,102.5,1.0,csv,csv_000000720,1
data\training_data\721.png,93.75,1.0,csv,csv_000000721,1
data\training_data\722.png,85.0,1.0,csv,csv_000000722,1
data\training_data\723.png,102.5,1.0,csv,csv_000000723,1
data\training_data\724.png,58.75,1.0,csv,csv_000000724,1
data\training_data\725.png,111.25,0.0,csv,csv_000000725,1
data\training_data\726.png,85.0,0.0,csv,csv_000000726,1
data\training_data\727.png,98.125,1.0,csv,csv_000000727,1
data\training_data\728.png,85.0,0.0,csv,csv_000000728,1
data\training_data\729.png,63.125,1.0,csv,csv_000000729,1
data\training_data\730.png,85.0,1.0,csv,csv_000000730,1
data\training_data\731.png,85.0,0.0,csv,csv_000000731,1
data\training_data\732.png,102.5,1.0,csv,csv_000000732,1
data\training_data\733.png,89.375,1.0,csv,csv_000000733,1
data\training_data\734.png,102.5,1.0,csv,csv_000000734,1
data\training_data\735.png,85.0,1.0,csv,csv_000000735,1
data\training_data\736.png,80.625,1.0,csv,csv_000000736,1
data\training_data\737.png,89.375,1.0,csv,csv_000000737,1
data\training_data\738.png,85.0,0.0,csv,csv_000000738,1
data\training_data\739.png,89.375,1.0,csv,csv_000000739,1
data\training_data\740.png,85.0,1.0,csv,csv_000000740,1
data\training_data\741.png,85.0,1.0,csv,csv_000000741,1
data\training_data\742.png,98.125,1.0,csv,csv_000000742,1
data\training_data\743.png,98.125,1.0,csv,csv_000000743,1
data\training_data\744.png,63.125,1.0,csv,csv_000000744,1
data\training_data\745.png,93.75,1.0,csv,csv_000000745,1
data\training_data\746.png,85.0,0.0,csv,csv_000000746,1
data\training_data\747.png,85.0,1.0,csv,csv_000000747,1
data\training_data\748.png,76.25,1.0,csv,csv_000000748,1
data\training_data\749.png,71.875,0.0,csv,csv_000000749,1
data\training_data\750.png,98.125,1.0,csv,csv_000000750,1
data\training_data\751.png,63.125,1.0,csv,csv_000000751,1
data\training_data\752.png,85.0,1.0,csv,csv_000000752,1
data\training_data\753.png,58.75,1.0,csv,csv_000000753,1
data\training_data\754.png,85.0,0.0,csv,csv_000000754,1
data\training_data\755.png,80.625,1.0,csv,csv_000000755,1
data\training_data\756.png,106.875,0.0,csv,csv_000000756,1
data\training_data\757.png,85.0,0.0,csv,csv_000000757,1
data\training_data\758.png,85.0,0.0,csv,csv_000000758,1
data\training_data\759.png,89.375,1.0,csv,csv_000000759,1
data\training_data\760.png,89.375,0.0,csv,csv_000000760,1
data\training_data\761.png,58.75,1.0,csv,csv_000000761,1
data\training_data\762.png,58.75,0.0,csv,csv_000000762,1
data\training_data\763.png,93.75,1.0,csv,csv_000000763,1
data\training_data\764.png,89.375,1.0,csv,csv_000000764,1
data\training_data\765.png,102.5,1.0,csv,csv_000000765,1
data\training_data\766.png,102.5,1.0,csv,csv_000000766,1
data\training_data\767.png,89.375,1.0,csv,csv_000000767,1
data\training_data\768.png,85.0,1.0,csv,csv_000000768,1
data\training_data\769.png,85.0,0.0,csv,csv_000000769,1
data\training_data\770.png,76.25,1.0,csv,csv_000000770,1
data\training_data\771.png,58.75,1.0,csv,csv_000000771,1
data\training_data\772.png,89.375,0.0,csv,csv_000000772,1
data\training_data\773.png,102.5,1.0,csv,csv_000000773,1
data\training_data\774.png,58.75,1.0,csv,csv_000000774,1
data\training_data\775.png,106.875,1.0,csv,csv_000000775,1
data\training_data\776.png,102.5,1.0,csv,csv_000000776,1
data\training_data\777.png,85.0,1.0,csv,csv_000000777,1
data\training_data\778.png,89.375,1.0,csv,csv_000000778,1
data\training_data\779.png,89.375,1.0,csv,csv_000000779,1
data\training_data\780.png,106.875,0.0,csv,csv_000000780,1
data\training_data\781.png,111.25,1.0,csv,csv_000000781,1
data\training_data\782.png,85.0,1.0,csv,csv_000000782,1
data\training_data\783.png,93.75,1.0,csv,csv_000000783,1
data\training_data\784.png,102.5,1.0,csv,csv_000000784,1
data\training_data\785.png,58.75,1.0,csv,csv_000000785,1
data\training_data\786.png,80.625,1.0,csv,csv_000000786,1
data\training_data\787.png,93.75,0.0,csv,csv_000000787,1
data\training_data\788.png,98.125,0.0,csv,csv_000000788,1
data\training_data\789.png,102.5,1.0,csv,csv_000000789,1
data\training_data\790.png,80.625,1.0,csv,csv_000000790,1
data\training_data\791.png,85.0,0.0,csv,csv_000000791,1
data\training_data\792.png,106.875,1.0,csv,csv_000000792,1
data\training_data\793.png,89.375,0.0,csv,csv_000000793,1
data\training_data\794.png,89.375,1.0,csv,csv_000000794,1
data\training_data\795.png,93.75,1.0,csv,csv_000000795,1
data\training_data\796.png,85.0,0.0,csv,csv_000000796,1
data\training_data\797.png,93.75,1.0,csv,csv_000000797,1
data\training_data\798.png,111.25,0.0,csv,csv_000000798,1
data\training_data\799.png,102.5,1.0,csv,csv_000000799,1
data\training_data\800.png,80.625,1.0,csv,csv_000000800,1
data\training_data\801.png,85.0,0.0,csv,csv_000000801,1
data\training_data\802.png,111.25,0.0,csv,csv_000000802,1
data\training_data\803.png,63.125,1.0,csv,csv_000000803,1
data\training_data\804.png,85.0,0.0,csv,csv_000000804,1
data\training_data\805.png,89.375,1.0,csv,csv_000000805,1
data\training_data\806.png,58.75,1.0,csv,csv_000000806,1
data\training_data\807.png,93.75,0.0,csv,csv_000000807,1
data\training_data\808.png,85.0,1.0,csv,csv_000000808,1
data\training_data\809.png,63.125,1.0,csv,csv_000000809,1
data\training_data\810.png,58.75,1.0,csv,csv_000000810,1
data\training_data\811.png,89.375,1.0,csv,csv_000000811,1
data\training_data\812.png,93.75,1.0,csv,csv_000000812,1
data\training_data\813.png,111.25,0.0,csv,csv_000000813,1
data\training_data\814.png,63.125,1.0,csv,csv_000000814,1
data\training_data\815.png,89.375,1.0,csv,csv_000000815,1
data\training_data\816.png,89.375,1.0,csv,csv_000000816,1
data\training_data\817.png,85.0,0.0,csv,csv_000000817,1
data\training_data\818.png,54.375,1.0,csv,csv_000000818,1
data\training_data\819.png,85.0,1.0,csv,csv_000000819,1
data\training_data\820.png,98.125,1.0,csv,csv_000000820,1
data\training_data\821.png,93.75,1.0,csv,csv_000000821,1
data\training_data\822.png,80.625,1.0,csv,csv_000000822,1
data\training_data\823.png,80.625,1.0,csv,csv_000000823,1
data\training_data\824.png,89.375,1.0,csv,csv_000000824,1
data\training_data\825.png,80.625,1.0,csv,csv_000000825,1
data\training_data\826.png,111.25,0.0,csv,csv_000000826,1
data\training_data\827.png,80.625,1.0,csv,csv_000000827,1
data\training_data\828.png,98.125,1.0,csv,csv_000000828,1
data\training_data\829.png,85.0,1.0,csv,csv_000000829,1
data\training_data\830.png,89.375,1.0,csv,csv_000000830,1
data\training_data\831.png,85.0,1.0,csv,csv_000000831,1
data\training_data\832.png,102.5,1.0,csv,csv_000000832,1
data\training_data\833.png,80.625,1.0,csv,csv_000000833,1
data\training_data\834.png,85.0,1.0,csv,csv_000000834,1
data\training_data\835.png,80.625,1.0,csv,csv_000000835,1
data\training_data\836.png,85.0,0.0,csv,csv_000000836,1
data\training_data\837.png,102.5,1.0,csv,csv_000000837,1
data\training_data\838.png,85.0,0.0,csv,csv_000000838,1
data\training_data\839.png,115.625,1.0,csv,csv_000000839,1
data\training_data\840.png,102.5,1.0,csv,csv_000000840,1
data\training_data\841.png,111.25,0.0,csv,csv_000000841,1
data\training_data\842.png,85.0,1.0,csv,csv_000000842,1
data\training_data\843.png,85.0,1.0,csv,csv_000000843,1
data\training_data\844.png,85.0,0.0,csv,csv_000000844,1
data\training_data\845.png,120.0,0.0,csv,csv_000000845,1
data\training_data\846.png,71.875,1.0,csv,csv_000000846,1
data\training_data\847.png,67.5,0.0,csv,csv_000000847,1
data\training_data\848.png,111.25,0.0,csv,csv_000000848,1
data\training_data\849.png,93.75,1.0,csv,csv_000000849,1
data\training_data\850.png,85.0,1.0,csv,csv_000000850,1
data\training_data\851.png,85.0,0.0,csv,csv_000000851,1
data\training_data\852.png,85.0,1.0,csv,csv_000000852,1
data\training_data\853.png,93.75,1.0,csv,csv_000000853,1
data\training_data\854.png,89.375,1.0,csv,csv_000000854,1
data\training_data\855.png,120.0,0.0,csv,csv_000000855,1
data\training_data\856.png,63.125,1.0,csv,csv_000000856,1
data\training_data\857.png,80.625,1.0,csv,csv_000000857,1
data\training_data\858.png,89.375,1.0,csv,csv_000000858,1
data\training_data\859.png,50.0,1.0,csv,csv_000000859,1
data\training_data\860.png,80.625,0.0,csv,csv_000000860,1
data\training_data\861.png,80.625,1.0,csv,csv_000000861,1
data\training_data\862.png,76.25,1.0,csv,csv_000000862,1
data\training_data\863.png,71.875,1.0,csv,csv_000000863,1
data\training_data\864.png,54.375,1.0,csv,csv_000000864,1
data\training_data\865.png,111.25,0.0,csv,csv_000000865,1
data\training_data\866.png,89.375,1.0,csv,csv_000000866,1
data\training_data\867.png,102.5,1.0,csv,csv_000000867,1
data\training_data\868.png,93.75,1.0,csv,csv_000000868,1
data\training_data\869.png,89.375,0.0,csv,csv_000000869,1
data\training_data\870.png,98.125,1.0,csv,csv_000000870,1
data\training_data\871.png,54.375,1.0,csv,csv_000000871,1
data\training_data\872.png,58.75,1.0,csv,csv_000000872,1
data\training_data\873.png,76.25,1.0,csv,csv_000000873,1
data\training_data\874.png,106.875,1.0,csv,csv_000000874,1
data\training_data\875.png,80.625,1.0,csv,csv_000000875,1
data\training_data\876.png,89.375,1.0,csv,csv_000000876,1
data\training_data\877.png,89.375,1.0,csv,csv_000000877,1
data\training_data\878.png,85.0,1.0,csv,csv_000000878,1
data\training_data\879.png,54.375,1.0,csv,csv_000000879,1
data\training_data\880.png,71.875,1.0,csv,csv_000000880,1
data\training_data\881.png,85.0,0.0,csv,csv_000000881,1
data\training_data\882.png,89.375,0.0,csv,csv_000000882,1
data\training_data\883.png,85.0,1.0,csv,csv_000000883,1
data\training_data\884.png,80.625,0.0,csv,csv_000000884,1
data\training_data\885.png,98.125,1.0,csv,csv_000000885,1
data\training_data\886.png,111.25,1.0,csv,csv_000000886,1
data\training_data\887.png,67.5,1.0,csv,csv_000000887,1
data\training_data\888.png,85.0,1.0,csv,csv_000000888,1
data\training_data\889.png,71.875,1.0,csv,csv_000000889,1
data\training_data\890.png,93.75,1.0,csv,csv_000000890,1
data\training_data\891.png,54.375,1.0,csv,csv_000000891,1
data\training_data\892.png,76.25,1.0,csv,csv_000000892,1
data\training_data\893.png,85.0,1.0,csv,csv_000000893,1
data\training_data\894.png,102.5,1.0,csv,csv_000000894,1
data\training_data\895.png,106.875,1.0,csv,csv_000000895,1
data\training_data\896.png,63.125,1.0,csv,csv_000000896,1
data\training_data\897.png,85.0,0.0,csv,csv_000000897,1
data\training_data\898.png,58.75,1.0,csv,csv_000000898,1
data\training_data\899.png,63.125,0.0,csv,csv_000000899,1
data\training_data\900.png,58.75,1.0,csv,csv_000000900,1
data\training_data\901.png,89.375,1.0,csv,csv_000000901,1
data\training_data\902.png,106.875,1.0,csv,csv_000000902,1
data\training_data\903.png,85.0,0.0,csv,csv_000000903,1
data\training_data\904.png,58.75,1.0,csv,csv_000000904,1
data\training_data\905.png,85.0,0.0,csv,csv_000000905,1
data\training_data\906.png,98.125,1.0,csv,csv_000000906,1
data\training_data\907.png,89.375,1.0,csv,csv_000000907,1
data\training_data\908.png,85.0,0.0,csv,csv_000000908,1
data\training_data\909.png,80.625,1.0,csv,csv_000000909,1
data\training_data\910.png,98.125,1.0,csv,csv_000000910,1
data\training_data\911.png,89.375,0.0,csv,csv_000000911,1
data\training_data\912.png,89.375,1.0,csv,csv_000000912,1
data\training_data\913.png,85.0,1.0,csv,csv_000000913,1
data\training_data\914.png,54.375,1.0,csv,csv_000000914,1
data\training_data\915.png,85.0,0.0,csv,csv_000000915,1
data\training_data\916.png,89.375,1.0,csv,csv_000000916,1
data\training_data\917.png,76.25,0.0,csv,csv_000000917,1
data\training_data\918.png,80.625,0.0,csv,csv_000000918,1
data\training_data\919.png,93.75,0.0,csv,csv_000000919,1
data\training_data\920.png,85.0,1.0,csv,csv_000000920,1
data\training_data\921.png,89.375,0.0,csv,csv_000000921,1
data\training_data\922.png,93.75,1.0,csv,csv_000000922,1
data\training_data\923.png,93.75,1.0,csv,csv_000000923,1
data\training_data\924.png,80.625,1.0,csv,csv_000000924,1
data\training_data\925.png,89.375,1.0,csv,csv_000000925,1
data\training_data\926.png,89.375,1.0,csv,csv_000000926,1
data\training_data\927.png,89.375,0.0,csv,csv_000000927,1
data\training_data\928.png,54.375,1.0,csv,csv_000000928,1
data\training_data\929.png,98.125,1.0,csv,csv_000000929,1
data\training_data\930.png,98.125,1.0,csv,csv_000000930,1
data\training_data\931.png,85.0,1.0,csv,csv_000000931,1
data\training_data\932.png,89.375,1.0,csv,csv_000000932,1
data\training_data\933.png,50.0,0.0,csv,csv_000000933,1
data\training_data\934.png,85.0,1.0,csv,csv_000000934,1
data\training_data\935.png,89.375,1.0,csv,csv_000000935,1
data\training_data\936.png,106.875,1.0,csv,csv_000000936,1
data\training_data\937.png,111.25,1.0,csv,csv_000000937,1
data\training_data\938.png,85.0,0.0,csv,csv_000000938,1
data\training_data\939.png,98.125,1.0,csv,csv_000000939,1
data\training_data\940.png,102.5,1.0,csv,csv_000000940,1
data\training_data\941.png,85.0,0.0,csv,csv_000000941,1
data\training_data\942.png,93.75,1.0,csv,csv_000000942,1
data\training_data\943.png,102.5,1.0,csv,csv_000000943,1
data\training_data\944.png,89.375,1.0,csv,csv_000000944,1
data\training_data\945.png,80.625,1.0,csv,csv_000000945,1
data\training_data\946.png,89.375,1.0,csv,csv_000000946,1
data\training_data\947.png,111.25,1.0,csv,csv_000000947,1
data\training_data\948.png,67.5,1.0,csv,csv_000000948,1
data\training_data\949.png,98.125,1.0,csv,csv_000000949,1
data\training_data\950.png,85.0,1.0,csv,csv_000000950,1
data\training_data\951.png,85.0,1.0,csv,csv_000000951,1
data\training_data\952.png,85.0,1.0,csv,csv_000000952,1
data\training_data\953.png,85.0,1.0,csv,csv_000000953,1
data\training_data\954.png,89.375,1.0,csv,csv_000000954,1
data\training_data\955.png,102.5,1.0,csv,csv_000000955,1
data\training_data\956.png,98.125,0.0,csv,csv_000000956,1
data\training_data\957.png,67.5,1.0,csv,csv_000000957,1
data\training_data\958.png,89.375,0.0,csv,csv_000000958,1
data\training_data\959.png,80.625,1.0,csv,csv_000000959,1
data\training_data\960.png,85.0,0.0,csv,csv_000000960,1
data\training_data\961.png,85.0,0.0,csv,csv_000000961,1
data\training_data\962.png,98.125,1.0,csv,csv_000000962,1
data\training_data\963.png,85.0,1.0,csv,csv_000000963,1
data\training_data\964.png,54.375,1.0,csv,csv_000000964,1
data\training_data\965.png,93.75,1.0,csv,csv_000000965,1
data\training_data\966.png,111.25,1.0,csv,csv_000000966,1
data\training_data\967.png,89.375,1.0,csv,csv_000000967,1
data\training_data\968.png,89.375,1.0,csv,csv_000000968,1
data\training_data\969.png,93.75,1.0,csv,csv_000000969,1
data\training_data\970.png,93.75,1.0,csv,csv_000000970,1
data\training_data\971.png,98.125,1.0,csv,csv_000000971,1
data\training_data\972.png,93.75,1.0,csv,csv_000000972,1
